Customer_ID,Age,Gender,Region,Tenure_Months,Subscription_Type,Monthly_Spend,Support_Tickets,Churn_Flag,Signup_Date,Annual_Spend,Signup_Year,Tenure_Group,Spend_Group
C083031,34,Male,East,109,Standard,16.88,1,0,14-08-2024,202.56,2024,5-10 yr,Q2
C083032,33,Female,East,74,Standard,25.84,1,0,10-07-2019,310.08,2019,5-10 yr,Q3
C083033,43,Female,East,40,Premium,48.8,2,0,07-11-2023,585.6,2023,2-5 yr,Q4 high
C083034,53,Male,South,10,Premium,99.27,1,0,03-07-2021,1191.24,2021,6-12 mo,Q4 high
C083035,28,Male,East,34,Standard,15.31,2,1,06-03-2024,183.72,2024,2-5 yr,Q1 low
C083036,43,Male,West,100,Standard,32.34,2,0,06-05-2022,388.08,2022,5-10 yr,Q3
C083037,22,Female,West,42,Basic,14.19,3,1,11-12-2022,170.28,2022,2-5 yr,Q1 low
C083038,18,Male,Central,29,Standard,18.47,1,0,29-03-2025,221.64,2025,2-5 yr,Q2
C083039,34,Male,North,59,Basic,15.4,0,1,07-06-2019,184.8,2019,2-5 yr,Q1 low
C083040,41,Female,East,104,Standard,19.79,1,0,05-08-2025,237.48,2025,5-10 yr,Q2
C083041,29,Female,North,33,Standard,30.68,1,0,17-02-2021,368.16,2021,2-5 yr,Q3
C083042,28,Female,Central,107,Standard,25.95,1,0,29-07-2024,311.4,2024,5-10 yr,Q3
C083043,35,Female,East,34,Premium,35.72,1,0,04-02-2019,428.64,2019,2-5 yr,Q3
C083044,41,Male,West,83,Standard,38.94,2,0,17-01-2022,467.28,2022,5-10 yr,Q3
C083045,18,Female,East,12,Basic,8.79,0,1,03-11-2020,105.48,2020,6-12 mo,Q1 low
C083046,38,Female,North,83,Standard,26.68,3,0,28-10-2023,320.16,2023,5-10 yr,Q3
C083047,37,Unknown,South,102,Unknown,26.84,2,0,28-06-2025,322.08,2025,5-10 yr,Q3
C083048,43,Female,South,65,Premium,62.9,2,0,09-10-2023,754.8,2023,5-10 yr,Q4 high
C083049,35,Male,South,48,Standard,35.44,1,0,03-08-2022,425.28,2022,2-5 yr,Q3
C083050,42,Male,West,30,Basic,16.2,0,0,04-08-2024,194.4,2024,2-5 yr,Q2
C083051,29,Male,Central,8,Standard,24.5,1,0,16-07-2019,294,2019,6-12 mo,Q2
C083052,45,Male,Central,107,Standard,24.26,0,1,09-09-2023,291.12,2023,5-10 yr,Q2
C083053,43,Male,North,75,Premium,71.92,1,0,14-12-2024,863.04,2024,5-10 yr,Q4 high
C083054,33,Male,East,97,Basic,19.35,2,0,09-03-2025,232.2,2025,5-10 yr,Q2
C083055,38,Male,South,45,Premium,37.65,0,0,20-09-2021,451.8,2021,2-5 yr,Q3
C083056,39,Male,West,2,Basic,12.37,0,0,31-05-2019,148.44,2019,0-6 mo,Q1 low
C083057,21,Female,North,64,Standard,23.41,1,0,04-07-2020,280.92,2020,5-10 yr,Q2
C083058,47,Male,East,115,Standard,15.31,2,0,08-04-2021,183.72,2021,5-10 yr,Q1 low
C083059,27,Male,South,90,Basic,19.58,0,0,31-10-2024,234.96,2024,5-10 yr,Q2
C083060,28,Male,North,87,Basic,15.19,5,0,29-12-2020,182.28,2020,5-10 yr,Q1 low
C083061,29,Female,South,73,Premium,53.18,0,1,05-03-2020,638.16,2020,5-10 yr,Q4 high
C083062,39,Female,West,87,Basic,19.46,1,0,14-12-2023,233.52,2023,5-10 yr,Q2
C083063,37,Male,West,6,Standard,26.61,3,0,21-11-2023,319.32,2023,0-6 mo,Q3
C083064,35,Female,North,66,Standard,26.52,0,0,11-04-2025,318.24,2025,5-10 yr,Q3
C083065,43,Female,South,20,Basic,10.01,0,0,07-04-2019,120.12,2019,1-2 yr,Q1 low
C083066,45,Male,West,92,Standard,20.95,1,0,13-08-2021,251.4,2021,5-10 yr,Q2
C083067,36,Male,East,20,Standard,16.08,3,0,07-12-2019,192.96,2019,1-2 yr,Q2
C083068,38,Male,South,81,Premium,75.36,0,0,26-09-2023,904.32,2023,5-10 yr,Q4 high
C083069,20,Female,East,100,Standard,27.39,2,0,14-01-2020,328.68,2020,5-10 yr,Q3
C083070,43,Male,West,66,Premium,63.72,3,0,22-05-2021,764.64,2021,5-10 yr,Q4 high
C083071,32,Non-binary,North,5,Standard,15.15,1,0,28-07-2019,181.8,2019,0-6 mo,Q1 low
C083072,36,Non-binary,South,61,Standard,25.17,1,0,05-04-2022,302.04,2022,5-10 yr,Q2
C083073,41,Male,East,99,Standard,27.08,1,0,10-11-2024,324.96,2024,5-10 yr,Q3
C083074,48,Female,South,80,Premium,71.83,1,0,06-06-2019,861.96,2019,5-10 yr,Q4 high
C083075,38,Male,West,22,Standard,24.07,0,0,28-04-2020,288.84,2020,1-2 yr,Q2
C083076,26,Female,North,68,Standard,26.84,0,0,23-07-2021,322.08,2021,5-10 yr,Q3
C083077,18,Unknown,Central,13,Basic,8.2,1,0,23-09-2024,98.4,2024,1-2 yr,Q1 low
C083078,39,Male,East,15,Basic,7.68,1,0,17-07-2021,92.16,2021,1-2 yr,Q1 low
C083079,31,Male,North,76,Basic,8.18,2,0,11-07-2022,98.16,2022,5-10 yr,Q1 low
C083080,23,Male,North,109,Standard,19.7,0,1,28-05-2019,236.4,2019,5-10 yr,Q2
C083081,27,Unknown,North,92,Premium,91.28,3,1,18-05-2023,1095.36,2023,5-10 yr,Q4 high
C083082,42,Female,North,63,Standard,16.3,0,0,12-06-2021,195.6,2021,5-10 yr,Q2
C083083,26,Female,Central,92,Basic,19.51,3,0,30-03-2021,234.12,2021,5-10 yr,Q2
C083084,25,Female,North,15,Basic,16.97,4,1,22-10-2022,203.64,2022,1-2 yr,Q2
C083085,18,Male,West,22,Basic,17.69,0,1,04-04-2020,212.28,2020,1-2 yr,Q2
C083086,20,Male,East,54,Standard,39.83,0,1,06-09-2022,477.96,2022,2-5 yr,Q3
C083087,27,Male,North,95,Enterprise,98.93,1,0,16-07-2021,1187.16,2021,5-10 yr,Q4 high
C083088,55,Female,South,91,Premium,90.35,0,0,26-08-2023,1084.2,2023,5-10 yr,Q4 high
C083089,37,Male,North,30,Premium,63.5,2,0,14-12-2024,762,2024,2-5 yr,Q4 high
C083090,41,Female,South,118,Basic,14.29,1,1,10-02-2019,171.48,2019,5-10 yr,Q1 low
C083091,24,Male,West,120,Basic,19.52,1,0,29-06-2020,234.24,2020,5-10 yr,Q2
C083092,23,Female,East,87,Enterprise,184.74,6,0,17-05-2023,2216.88,2023,5-10 yr,Q4 high
C083093,22,Male,Central,38,Standard,27.45,1,0,14-02-2021,329.4,2021,2-5 yr,Q3
C083094,18,Female,Central,63,Premium,95.05,1,0,14-09-2022,1140.6,2022,5-10 yr,Q4 high
C083095,20,Male,North,27,Basic,11.63,0,0,02-08-2021,139.56,2021,2-5 yr,Q1 low
C083096,25,Male,East,116,Premium,55.3,1,0,17-12-2021,663.6,2021,5-10 yr,Q4 high
C083097,18,Female,South,27,Premium,88.2,3,0,05-09-2022,1058.4,2022,2-5 yr,Q4 high
C083098,37,Male,North,35,Basic,16.73,0,0,17-08-2019,200.76,2019,2-5 yr,Q2
C083099,28,Female,East,71,Basic,12.3,1,0,13-04-2025,147.6,2025,5-10 yr,Q1 low
C083100,18,Female,West,11,Standard,17.92,2,1,21-10-2023,215.04,2023,6-12 mo,Q2
C083101,29,Male,Central,74,Premium,36.73,1,0,19-09-2020,440.76,2020,5-10 yr,Q3
C083102,47,Male,East,85,Standard,24.17,2,1,16-06-2021,290.04,2021,5-10 yr,Q2
C083103,43,Male,East,45,Premium,55.83,2,1,06-07-2022,669.96,2022,2-5 yr,Q4 high
C083104,34,Male,East,33,Premium,37.9,1,1,08-04-2025,454.8,2025,2-5 yr,Q3
C083105,42,Male,West,68,Standard,28.4,1,0,20-11-2019,340.8,2019,5-10 yr,Q3
C083106,20,Male,North,64,Premium,72.88,0,1,07-04-2024,874.56,2024,5-10 yr,Q4 high
C083107,50,Female,West,109,Basic,19.49,2,0,30-12-2023,233.88,2023,5-10 yr,Q2
C083108,24,Female,South,40,Premium,66.1,1,1,04-11-2022,793.2,2022,2-5 yr,Q4 high
C083109,34,Non-binary,South,40,Standard,30.67,0,0,24-01-2020,368.04,2020,2-5 yr,Q3
C083110,18,Male,South,38,Standard,30.6,2,0,02-02-2020,367.2,2020,2-5 yr,Q3
C083111,32,Male,South,89,Enterprise,136.67,1,0,21-05-2023,1640.04,2023,5-10 yr,Q4 high
C083112,35,Male,South,29,Basic,14.27,1,0,23-05-2022,171.24,2022,2-5 yr,Q1 low
C083113,37,Female,East,48,Standard,33.93,1,1,20-01-2019,407.16,2019,2-5 yr,Q3
C083114,31,Female,North,112,Premium,39.43,3,0,02-03-2023,473.16,2023,5-10 yr,Q3
C083115,47,Female,North,17,Premium,54.29,1,1,07-05-2019,651.48,2019,1-2 yr,Q4 high
C083116,38,Male,West,96,Standard,18.71,0,0,27-12-2019,224.52,2019,5-10 yr,Q2
C083117,23,Male,South,5,Standard,28.21,1,0,29-07-2022,338.52,2022,0-6 mo,Q3
C083118,30,Male,East,38,Premium,42.93,1,1,31-12-2020,515.16,2020,2-5 yr,Q3
C083119,50,Female,North,70,Standard,17.64,2,1,06-02-2019,211.68,2019,5-10 yr,Q2
C083120,43,Female,North,56,Basic,19.9,2,0,22-12-2019,238.8,2019,2-5 yr,Q2
C083121,29,Male,North,112,Standard,20.54,1,0,19-06-2021,246.48,2021,5-10 yr,Q2
C083122,29,Female,North,52,Premium,72.82,2,0,01-10-2019,873.84,2019,2-5 yr,Q4 high
C083123,33,Male,North,70,Basic,6.66,0,0,26-12-2021,79.92,2021,5-10 yr,Q1 low
C083124,54,Female,West,68,Basic,14.36,0,0,15-11-2020,172.32,2020,5-10 yr,Q1 low
C083125,33,Male,Central,107,Basic,9.42,0,0,31-10-2022,113.04,2022,5-10 yr,Q1 low
C083126,39,Male,South,101,Enterprise,148.12,0,0,09-10-2020,1777.44,2020,5-10 yr,Q4 high
C083127,46,Female,North,66,Premium,77.6,3,0,15-10-2023,931.2,2023,5-10 yr,Q4 high
C083128,19,Female,Central,51,Premium,79.4,0,0,04-08-2024,952.8,2024,2-5 yr,Q4 high
C083129,45,Male,North,53,Basic,14.64,3,1,24-03-2023,175.68,2023,2-5 yr,Q1 low
C083130,36,Male,East,15,Premium,40.09,1,0,18-02-2021,481.08,2021,1-2 yr,Q3
C083131,37,Male,North,50,Standard,28.38,2,0,11-09-2021,340.56,2021,2-5 yr,Q3
C083132,32,Female,South,70,Basic,5.72,4,0,03-12-2023,68.64,2023,5-10 yr,Q1 low
C083133,37,Male,East,7,Standard,33.45,1,0,01-10-2024,401.4,2024,6-12 mo,Q3
C083134,29,Non-binary,East,117,Standard,33.32,0,0,29-06-2021,399.84,2021,5-10 yr,Q3
C083135,18,Female,East,32,Standard,23.01,1,0,10-07-2025,276.12,2025,2-5 yr,Q2
C083136,50,Female,North,81,Standard,18.11,2,1,08-05-2021,217.32,2021,5-10 yr,Q2
C083137,40,Female,South,66,Basic,9.31,1,0,21-03-2022,111.72,2022,5-10 yr,Q1 low
C083138,30,Male,North,95,Basic,14,4,0,24-04-2020,168,2020,5-10 yr,Q1 low
C083139,39,Female,East,20,Basic,13.88,2,0,05-04-2021,166.56,2021,1-2 yr,Q1 low
C083140,18,Female,South,80,Basic,15.14,0,0,05-07-2024,181.68,2024,5-10 yr,Q1 low
C083141,30,Female,East,57,Premium,36.84,1,0,14-03-2019,442.08,2019,2-5 yr,Q3
C083142,40,Female,East,115,Premium,93.56,0,0,03-01-2021,1122.72,2021,5-10 yr,Q4 high
C083143,27,Male,North,15,Basic,11.57,1,0,24-04-2020,138.84,2020,1-2 yr,Q1 low
C083144,40,Female,West,63,Basic,17.1,1,0,13-04-2024,205.2,2024,5-10 yr,Q2
C083145,34,Male,South,8,Premium,82.86,1,1,21-12-2020,994.32,2020,6-12 mo,Q4 high
C083146,26,Female,West,53,Basic,11.04,1,0,02-04-2021,132.48,2021,2-5 yr,Q1 low
C083147,44,Male,North,23,Basic,13.18,0,1,26-03-2023,158.16,2023,1-2 yr,Q1 low
C083148,22,Female,North,98,Basic,15.64,0,0,17-10-2021,187.68,2021,5-10 yr,Q2
C083149,29,Male,West,30,Premium,60.89,3,0,25-03-2022,730.68,2022,2-5 yr,Q4 high
C083150,39,Male,South,49,Basic,13.47,4,0,05-01-2022,161.64,2022,2-5 yr,Q1 low
C083151,36,Male,East,9,Standard,36.41,1,0,30-04-2025,436.92,2025,6-12 mo,Q3
C083152,44,Male,West,56,Premium,39.48,0,0,24-11-2022,473.76,2022,2-5 yr,Q3
C083153,38,Male,East,67,Premium,96.86,0,0,16-05-2022,1162.32,2022,5-10 yr,Q4 high
C083154,39,Female,East,99,Basic,12.1,0,0,07-09-2019,145.2,2019,5-10 yr,Q1 low
C083155,33,Female,North,5,Basic,17.8,1,0,08-05-2020,213.6,2020,0-6 mo,Q2
C083156,18,Male,Central,117,Basic,15.04,1,1,15-12-2021,180.48,2021,5-10 yr,Q1 low
C083157,41,Female,Central,16,Premium,35.85,3,0,14-11-2021,430.2,2021,1-2 yr,Q3
C083158,18,Male,South,32,Premium,61.91,1,0,04-08-2023,742.92,2023,2-5 yr,Q4 high
C083159,41,Male,North,117,Standard,20.2,2,0,21-12-2019,242.4,2019,5-10 yr,Q2
C083160,18,Male,North,48,Basic,5.36,0,0,01-09-2025,64.32,2025,2-5 yr,Q1 low
C083161,18,Female,Central,120,Basic,7.6,2,0,16-01-2022,91.2,2022,5-10 yr,Q1 low
C083162,33,Male,South,29,Basic,16.61,1,0,30-11-2023,199.32,2023,2-5 yr,Q2
C083163,37,Unknown,South,93,Basic,8.67,2,0,02-08-2025,104.04,2025,5-10 yr,Q1 low
C083164,42,Female,South,9,Enterprise,230.03,1,0,27-03-2025,2760.36,2025,6-12 mo,Q4 high
C083165,26,Female,East,100,Premium,84.31,1,0,13-01-2024,1011.72,2024,5-10 yr,Q4 high
C083166,35,Female,North,95,Standard,28,0,0,02-08-2020,336,2020,5-10 yr,Q3
C083167,30,Male,West,32,Basic,17.9,1,0,26-11-2022,214.8,2022,2-5 yr,Q2
C083168,50,Female,East,53,Basic,5.69,0,0,19-06-2020,68.28,2020,2-5 yr,Q1 low
C083169,30,Female,East,47,Standard,36.4,1,0,02-05-2020,436.8,2020,2-5 yr,Q3
C083170,22,Female,West,108,Enterprise,169.46,0,0,06-02-2024,2033.52,2024,5-10 yr,Q4 high
C083171,30,Female,North,47,Standard,35.31,2,0,25-06-2019,423.72,2019,2-5 yr,Q3
C083172,26,Female,Central,60,Basic,19.13,2,1,18-11-2019,229.56,2019,2-5 yr,Q2
C083173,32,Female,East,56,Basic,6.55,2,0,17-04-2019,78.6,2019,2-5 yr,Q1 low
C083174,32,Female,East,91,Standard,37.95,3,0,15-02-2023,455.4,2023,5-10 yr,Q3
C083175,32,Male,North,37,Standard,29.08,1,0,19-01-2021,348.96,2021,2-5 yr,Q3
C083176,19,Male,South,117,Basic,19.97,1,0,07-04-2019,239.64,2019,5-10 yr,Q2
C083177,25,Female,North,117,Basic,6.51,0,0,13-07-2022,78.12,2022,5-10 yr,Q1 low
C083178,48,Male,East,83,Premium,92.29,0,0,21-10-2024,1107.48,2024,5-10 yr,Q4 high
C083179,33,Male,South,117,Premium,55.71,1,0,10-11-2022,668.52,2022,5-10 yr,Q4 high
C083180,31,Female,East,107,Basic,8.33,1,0,16-06-2023,99.96,2023,5-10 yr,Q1 low
C083181,40,Female,North,71,Standard,31.54,1,0,09-01-2023,378.48,2023,5-10 yr,Q3
C083182,38,Male,North,65,Enterprise,195.31,1,0,29-02-2020,2343.72,2020,5-10 yr,Q4 high
C083183,39,Male,West,94,Basic,11.16,2,0,30-04-2023,133.92,2023,5-10 yr,Q1 low
C083184,36,Female,North,89,Basic,10.7,4,0,24-01-2019,128.4,2019,5-10 yr,Q1 low
C083185,28,Male,Unknown,59,Premium,62.79,0,0,17-07-2021,753.48,2021,2-5 yr,Q4 high
C083186,42,Male,North,50,Standard,38.75,2,0,23-01-2022,465,2022,2-5 yr,Q3
C083187,23,Male,West,16,Standard,23.93,0,1,25-02-2023,287.16,2023,1-2 yr,Q2
C083188,38,Female,West,5,Basic,5.82,1,0,02-02-2023,69.84,2023,0-6 mo,Q1 low
C083189,45,Female,East,65,Standard,27.23,1,0,13-06-2023,326.76,2023,5-10 yr,Q3
C083190,43,Female,South,18,Premium,42.25,3,0,11-05-2020,507,2020,1-2 yr,Q3
C083191,25,Male,North,21,Basic,16.81,1,0,30-01-2021,201.72,2021,1-2 yr,Q2
C083192,42,Non-binary,North,52,Basic,10.73,1,0,22-10-2023,128.76,2023,2-5 yr,Q1 low
C083193,18,Female,South,10,Enterprise,119.66,1,0,14-04-2024,1435.92,2024,6-12 mo,Q4 high
C083194,26,Female,West,102,Standard,28.35,1,0,13-03-2021,340.2,2021,5-10 yr,Q3
C083195,18,Female,West,36,Premium,55.35,2,0,09-07-2024,664.2,2024,2-5 yr,Q4 high
C083196,26,Male,West,34,Standard,18.82,1,0,24-09-2023,225.84,2023,2-5 yr,Q2
C083197,31,Male,North,40,Standard,39.14,1,0,21-06-2025,469.68,2025,2-5 yr,Q3
C083198,30,Male,Central,46,Standard,27.5,0,0,02-04-2025,330,2025,2-5 yr,Q3
C083199,29,Female,South,37,Standard,23.89,1,0,17-01-2020,286.68,2020,2-5 yr,Q2
C083200,48,Female,South,45,Premium,78.73,2,0,19-10-2020,944.76,2020,2-5 yr,Q4 high
C083201,18,Male,West,52,Standard,27.73,2,0,26-03-2025,332.76,2025,2-5 yr,Q3
C083202,36,Female,East,69,Premium,61.54,0,0,20-05-2021,738.48,2021,5-10 yr,Q4 high
C083203,46,Male,West,78,Premium,79.37,1,1,01-09-2024,952.44,2024,5-10 yr,Q4 high
C083204,32,Male,North,100,Standard,20.98,1,1,20-04-2025,251.76,2025,5-10 yr,Q2
C083205,36,Female,East,61,Standard,17.38,0,0,07-02-2023,208.56,2023,5-10 yr,Q2
C083206,27,Male,North,116,Basic,17.75,1,0,25-07-2020,213,2020,5-10 yr,Q2
C083207,40,Female,North,9,Standard,29.43,0,1,23-05-2021,353.16,2021,6-12 mo,Q3
C083208,33,Male,North,44,Premium,47.09,2,0,16-06-2024,565.08,2024,2-5 yr,Q3
C083209,36,Male,West,112,Basic,12.16,0,0,09-01-2021,145.92,2021,5-10 yr,Q1 low
C083210,37,Male,West,66,Premium,37.1,0,0,20-02-2021,445.2,2021,5-10 yr,Q3
C083211,31,Female,West,77,Standard,35.9,1,0,20-04-2023,430.8,2023,5-10 yr,Q3
C083212,18,Male,South,117,Premium,48.92,1,1,30-11-2023,587.04,2023,5-10 yr,Q4 high
C083213,50,Male,West,79,Premium,54.88,2,0,12-03-2025,658.56,2025,5-10 yr,Q4 high
C083214,18,Male,Central,101,Standard,27.26,1,0,12-06-2023,327.12,2023,5-10 yr,Q3
C083215,30,Male,East,63,Standard,37.22,1,1,20-02-2019,446.64,2019,5-10 yr,Q3
C083216,25,Male,East,85,Basic,11.21,1,0,24-09-2023,134.52,2023,5-10 yr,Q1 low
C083217,37,Female,South,40,Basic,16.93,2,0,27-05-2019,203.16,2019,2-5 yr,Q2
C083218,30,Female,North,120,Standard,17.59,1,0,25-07-2020,211.08,2020,5-10 yr,Q2
C083219,50,Female,East,53,Enterprise,176.85,1,0,28-06-2023,2122.2,2023,2-5 yr,Q4 high
C083220,43,Male,South,94,Standard,39.94,1,0,20-07-2019,479.28,2019,5-10 yr,Q3
C083221,18,Male,North,71,Standard,17.3,0,0,04-08-2020,207.6,2020,5-10 yr,Q2
C083222,42,Male,East,14,Standard,33.22,1,0,26-08-2025,398.64,2025,1-2 yr,Q3
C083223,44,Prefer not to say,South,114,Premium,64.73,1,0,03-01-2019,776.76,2019,5-10 yr,Q4 high
C083224,27,Female,West,107,Standard,20.51,3,0,22-12-2024,246.12,2024,5-10 yr,Q2
C083225,33,Male,South,30,Standard,21.4,2,0,26-05-2020,256.8,2020,2-5 yr,Q2
C083226,18,Male,South,109,Basic,7.78,0,0,28-09-2020,93.36,2020,5-10 yr,Q1 low
C083227,34,Male,East,81,Basic,9.46,1,0,08-12-2024,113.52,2024,5-10 yr,Q1 low
C083228,25,Male,North,43,Basic,12.64,1,0,02-11-2020,151.68,2020,2-5 yr,Q1 low
C083229,32,Female,East,45,Basic,17.05,1,1,03-12-2024,204.6,2024,2-5 yr,Q2
C083230,46,Female,West,60,Premium,79.34,2,0,02-05-2023,952.08,2023,2-5 yr,Q4 high
C083231,20,Female,Central,100,Basic,16.03,0,0,01-12-2024,192.36,2024,5-10 yr,Q2
C083232,26,Male,East,101,Standard,36.46,1,1,22-09-2020,437.52,2020,5-10 yr,Q3
C083233,47,Female,West,61,Premium,99.06,1,1,31-10-2024,1188.72,2024,5-10 yr,Q4 high
C083234,20,Female,East,22,Standard,17.21,1,1,23-11-2022,206.52,2022,1-2 yr,Q2
C083235,28,Female,South,29,Premium,71.79,5,1,25-02-2025,861.48,2025,2-5 yr,Q4 high
C083236,41,Female,West,50,Standard,35.92,1,0,24-07-2022,431.04,2022,2-5 yr,Q3
C083237,22,Female,East,48,Basic,14.03,0,0,09-10-2023,168.36,2023,2-5 yr,Q1 low
C083238,37,Male,West,43,Standard,38.58,0,0,04-08-2022,462.96,2022,2-5 yr,Q3
C083239,41,Male,Central,54,Premium,92.95,0,0,20-06-2025,1115.4,2025,2-5 yr,Q4 high
C083240,44,Male,North,76,Basic,7.62,1,1,13-01-2022,91.44,2022,5-10 yr,Q1 low
C083241,18,Male,West,34,Premium,66.49,0,0,11-03-2023,797.88,2023,2-5 yr,Q4 high
C083242,42,Male,Central,106,Standard,22.88,1,0,02-12-2019,274.56,2019,5-10 yr,Q2
C083243,25,Male,West,15,Basic,7.71,0,1,03-05-2025,92.52,2025,1-2 yr,Q1 low
C083244,57,Male,West,90,Standard,23.89,1,1,19-01-2024,286.68,2024,5-10 yr,Q2
C083245,35,Female,East,61,Standard,17.47,4,0,17-02-2020,209.64,2020,5-10 yr,Q2
C083246,31,Male,North,55,Basic,13.83,1,0,11-05-2024,165.96,2024,2-5 yr,Q1 low
C083247,35,Female,South,31,Standard,28.94,3,0,30-06-2024,347.28,2024,2-5 yr,Q3
C083248,35,Male,South,112,Basic,19.52,2,0,23-08-2023,234.24,2023,5-10 yr,Q2
C083249,46,Male,West,104,Standard,23.4,2,0,25-05-2025,280.8,2025,5-10 yr,Q2
C083250,18,Female,Central,68,Premium,59.44,2,0,19-05-2020,713.28,2020,5-10 yr,Q4 high
C083251,27,Female,West,112,Basic,13.91,0,,14-10-2024,166.92,2024,5-10 yr,Q1 low
C083252,28,Female,Central,21,Enterprise,144.85,0,0,13-07-2020,1738.2,2020,1-2 yr,Q4 high
C083253,53,Male,West,96,Standard,15.21,2,0,05-09-2022,182.52,2022,5-10 yr,Q1 low
C083254,35,Female,West,90,Standard,31.73,0,0,06-01-2023,380.76,2023,5-10 yr,Q3
C083255,53,Male,East,105,Standard,34.85,2,0,08-01-2025,418.2,2025,5-10 yr,Q3
C083256,46,Male,Central,92,Standard,27.39,0,1,09-10-2022,328.68,2022,5-10 yr,Q3
C083257,33,Male,South,70,Basic,14.82,2,0,21-04-2022,177.84,2022,5-10 yr,Q1 low
C083258,29,Male,West,52,Standard,27.43,3,0,06-09-2019,329.16,2019,2-5 yr,Q3
C083259,29,Male,South,44,Basic,17.4,1,0,11-07-2020,208.8,2020,2-5 yr,Q2
C083260,34,Male,North,48,Standard,23.06,2,0,04-01-2020,276.72,2020,2-5 yr,Q2
C083261,52,Female,West,58,Basic,16.19,0,0,12-03-2020,194.28,2020,2-5 yr,Q2
C083262,36,Male,East,32,Premium,75.36,1,0,07-02-2019,904.32,2019,2-5 yr,Q4 high
C083263,26,Female,North,13,Premium,58.36,2,0,12-06-2020,700.32,2020,1-2 yr,Q4 high
C083264,38,Female,East,31,Premium,96.89,0,0,19-02-2022,1162.68,2022,2-5 yr,Q4 high
C083265,39,Male,East,21,Standard,36.57,3,0,22-12-2024,438.84,2024,1-2 yr,Q3
C083266,41,Male,North,11,Premium,60.62,1,1,11-04-2020,727.44,2020,6-12 mo,Q4 high
C083267,24,Male,West,116,Enterprise,180.29,2,0,06-05-2024,2163.48,2024,5-10 yr,Q4 high
C083268,30,Male,East,43,Basic,19.2,1,0,08-09-2022,230.4,2022,2-5 yr,Q2
C083269,28,Male,North,87,Standard,38.69,2,0,16-12-2024,464.28,2024,5-10 yr,Q3
C083270,18,Female,North,48,Premium,41.15,2,0,24-11-2024,493.8,2024,2-5 yr,Q3
C083271,39,Prefer not to say,North,92,Basic,19.44,0,0,26-09-2024,233.28,2024,5-10 yr,Q2
C083272,37,Male,Central,31,Standard,37.18,1,0,16-06-2023,446.16,2023,2-5 yr,Q3
C083273,38,Female,South,81,Standard,38.27,2,0,25-10-2022,459.24,2022,5-10 yr,Q3
C083274,18,Male,West,110,Premium,42.49,0,0,30-12-2024,509.88,2024,5-10 yr,Q3
C083275,50,Male,North,90,Premium,87.95,0,1,05-02-2024,1055.4,2024,5-10 yr,Q4 high
C083276,33,Female,East,70,Standard,24.21,2,0,30-08-2020,290.52,2020,5-10 yr,Q2
C083277,23,Female,North,42,Basic,5.43,3,1,28-03-2024,65.16,2024,2-5 yr,Q1 low
C083278,18,Male,South,38,Standard,33.26,3,0,02-03-2019,399.12,2019,2-5 yr,Q3
C083279,30,Female,West,35,Standard,27.23,1,0,24-06-2022,326.76,2022,2-5 yr,Q3
C083280,27,Male,West,110,Premium,62.17,0,0,24-01-2019,746.04,2019,5-10 yr,Q4 high
C083281,26,Female,West,55,Basic,12.3,0,0,20-04-2024,147.6,2024,2-5 yr,Q1 low
C083282,32,Male,North,102,Standard,35.83,3,0,20-12-2019,429.96,2019,5-10 yr,Q3
C083283,22,Female,South,112,Standard,20.54,0,0,03-03-2019,246.48,2019,5-10 yr,Q2
C083284,31,Male,East,27,Enterprise,158.42,2,0,05-12-2022,1901.04,2022,2-5 yr,Q4 high
C083285,26,Male,South,37,Premium,87.83,1,0,12-05-2024,1053.96,2024,2-5 yr,Q4 high
C083286,19,Male,South,47,Premium,72.68,1,0,02-07-2020,872.16,2020,2-5 yr,Q4 high
C083287,29,Female,North,6,Basic,8.96,3,0,19-10-2023,107.52,2023,0-6 mo,Q1 low
C083288,28,Male,West,102,Premium,64.95,1,0,11-03-2025,779.4,2025,5-10 yr,Q4 high
C083289,39,Male,West,21,Standard,20.32,1,0,06-06-2022,243.84,2022,1-2 yr,Q2
C083290,41,Female,North,119,Basic,19.26,5,1,11-03-2025,231.12,2025,5-10 yr,Q2
C083291,26,Male,West,9,Standard,30.33,1,0,10-10-2022,363.96,2022,6-12 mo,Q3
C083292,18,Female,West,53,Basic,16.27,0,0,30-04-2024,195.24,2024,2-5 yr,Q2
C083293,35,Male,Central,115,Premium,98.39,1,0,24-10-2020,1180.68,2020,5-10 yr,Q4 high
C083294,33,Female,North,60,Premium,67.73,0,0,03-10-2023,812.76,2023,2-5 yr,Q4 high
C083295,21,Female,Central,52,Basic,14.87,2,0,27-09-2019,178.44,2019,2-5 yr,Q1 low
C083296,18,Male,East,119,Premium,65.4,2,1,26-10-2020,784.8,2020,5-10 yr,Q4 high
C083297,31,Female,Central,14,Premium,62.03,0,0,16-06-2024,744.36,2024,1-2 yr,Q4 high
C083298,43,Female,Central,63,Premium,59,0,0,25-09-2023,708,2023,5-10 yr,Q4 high
C083299,26,Female,South,56,Standard,38.93,1,0,15-10-2019,467.16,2019,2-5 yr,Q3
C083300,44,Male,Central,92,Basic,10.74,0,1,13-09-2021,128.88,2021,5-10 yr,Q1 low
C083301,30,Male,North,94,Premium,87.56,2,0,03-11-2023,1050.72,2023,5-10 yr,Q4 high
