Customer_ID,Churn_Flag,Exit_Reason_Text
C032824,1,"  friends recommended another tool with simpler workflows Additionally, handoffs between agents made me repeat the same details integrations with other tools were limited and brittle Additionally, integrations with other tools were limited and brittle sync jobs failed randomly and required manual reruns Additionally, after piloting, the outcomes did not justify the cost Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay. 😕   "
C037420,0,"From my perspective,"
C089858,1,"mobile experience was unreliable and often crashed Additionally, we could not secure budget for the next cycle they had a more flexible contract and transparent billing Additionally, mobile experience was unreliable and often crashed training resources were generic and not role specific Additionally, mobile experience was unreliable and often crashed Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C065212,1,"<p>a competitor offered better analytics and clean dashboards Additionally, discounts were inconsistent and the renewal price surprised me mobile experience was unreliable and often crashed Additionally, the value for money did not feel right after the first few months Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.</p>"
C074262,1,"after piloting, the outcomes did not justify the cost Additionally, reports took too long to generate for leadership meetings discounts were inconsistent and the renewal price surprised me Additionally, we got a bundled offer that included priority support Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C078018,1,"account migration from our old system had errors Additionally, integrations with other tools were limited and brittle handoffs between agents made me repeat the same details Additionally, training resources were generic and not role specific Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C044082,1,"friends recommended another tool with simpler workflows Additionally, we got a bundled offer that included priority support sync jobs failed randomly and required manual reruns Additionally, page load times increased significantly during peak hours Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C050428,1,"competitors offered a similar plan at a lower monthly rate Additionally, after piloting, the outcomes did not justify the cost my tickets stayed open for weeks without clear updates Additionally, the ROI for our team was unclear and hard to measure Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C082313,No,"page load times increased significantly during peak hours Additionally, the ROI for our team was unclear and hard to measure training resources were generic and not role specific Additionally, we got a bundled offer that included priority support Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C049810,1,"the interface felt cluttered and confusing for new users Additionally, we could not secure budget for the next cycle pricing felt too high for the features I actually used Additionally, reports took too long to generate for leadership meetings Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C064577,0,"friends recommended another tool with simpler workflows Additionally, after piloting, the outcomes did not justify the cost downtimes happened right before our deliverables Additionally, account migration from our old system had errors Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C027342,1,"handoffs between agents made me repeat the same details Additionally, the interface felt cluttered and confusing for new users we got a bundled offer that included priority support Additionally, the interface felt cluttered and confusing for new users Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C073775,1,"friends recommended another tool with simpler workflows Additionally, support response times were slow during critical issues the ROI for our team was unclear and hard to measure Additionally, reports took too long to generate for leadership meetings account migration from our old system had errors Additionally, friends recommended another tool with simpler workflows Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C076588,1,"integrations with other tools were limited and brittle Additionally, reports took too long to generate for leadership meetings handoffs between agents made me repeat the same details Additionally, discounts were inconsistent and the renewal price surprised me Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C079450,1,"friends recommended another tool with simpler workflows Additionally, we used only a small subset of the product capabilities downtimes happened right before our deliverables Additionally, I needed proactive guidance but only received scripted replies Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C011117,1,"the value for money did not feel right after the first few months Additionally, the interface felt cluttered and confusing for new users initial setup was complicated and poorly documented Additionally, handoffs between agents made me repeat the same details Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C063840,0,<p>pricing felt too high for the features</p>
C021467,1,"we used only a small subset of the product capabilities Additionally, discounts were inconsistent and the renewal price surprised me discounts were inconsistent and the renewal price surprised me Additionally, we used only a small subset of the product capabilities Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C025773,1,"my tickets stayed open for weeks without clear updates Additionally, reports took too long to generate for leadership meetings integrations with other tools were limited and brittle Additionally, a competitor offered better analytics and clean dashboards Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C075295,1,"a competitor offered better analytics and clean dashboards Additionally, handoffs between agents made me repeat the same details the value for money did not feel right after the first few months Additionally, we could not secure budget for the next cycle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C002852,1,"we got a bundled offer that included priority support Additionally, friends recommended another tool with simpler workflows downtimes happened right before our deliverables Additionally, the ROI for our team was unclear and hard to measure Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C091383,0,"downtimes happened right before our deliverables Additionally, mobile experience was unreliable and often crashed it took weeks before we were confident with the basics Additionally, support response times were slow during critical issues my tickets stayed open for weeks without clear updates Additionally, support response times were slow during critical issues Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C070123,1,"it took weeks before we were confident with the basics Additionally, discounts were inconsistent and the renewal price surprised me page load times increased significantly during peak hours Additionally, reports took too long to generate for leadership meetings Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C058990,1,"the interface felt cluttered and confusing for new users Additionally, competitors offered a similar plan at a lower monthly rate downtimes happened right before our deliverables Additionally, competitors offered a similar plan at a lower monthly rate Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C049028,No,"they had a more flexible contract and transparent billing Additionally, we got a bundled offer that included priority support the ROI for our team was unclear and hard to measure Additionally, the value for money did not feel right after the first few months training resources were generic and not role specific Additionally, my tickets stayed open for weeks without clear updates Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C006627,1,"my tickets stayed open for weeks without clear updates Additionally, I needed proactive guidance but only received scripted replies key features were missing for my workflow and team Additionally, reports took too long to generate for leadership meetings Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C027759,0,"  initial setup was complicated and poorly documented Additionally, I needed proactive guidance but only received scripted replies the ROI for our team was unclear and hard to measure Additionally, we used only a small subset of the product capabilities Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay. 😕   "
C016122,1,"<p>they had a more flexible contract and transparent billing Additionally, integrations with other tools were limited and brittle the interface felt cluttered and confusing for new users Additionally, initial setup was complicated and poorly documented Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.</p>"
C001153,1,"it took weeks before we were confident with the basics Additionally, after piloting, the outcomes did not justify the cost I needed proactive guidance but only received scripted replies Additionally, handoffs between agents made me repeat the same details Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C015865,1,"<p>a competitor offered better analytics and clean dashboards Additionally, key features were missing for my workflow and team reports took too long to generate for leadership meetings Additionally, pricing felt too high for the features I actually used Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.</p>"
C052711,1,"we used only a small subset of the product capabilities Additionally, a competitor offered better analytics and clean dashboards account migration from our old system had errors Additionally, downtimes happened right before our deliverables Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C042813,1,"we got a bundled offer that included priority support Additionally, handoffs between agents made me repeat the same details my tickets stayed open for weeks without clear updates Additionally, handoffs between agents made me repeat the same details Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C075746,No,"the value for money did not feel right after the first few months Additionally, we used only a small subset of the product capabilities key features were missing for my workflow and team Additionally, they had a more flexible contract and transparent billing Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C024483,1,"<p>support response times were slow during critical issues Additionally, discounts were inconsistent and the renewal price surprised me it took weeks before we were confident with the basics Additionally, friends recommended another tool with simpler workflows Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.</p>"
C094897,0,"the interface felt cluttered and confusing for new users Additionally, my tickets stayed open for weeks without clear updates it took weeks before we were confident with the basics Additionally, we used only a small subset of the product capabilities Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C011864,1,"<p>the ROI for our team was unclear and hard to measure Additionally, downtimes happened right before our deliverables the interface felt cluttered and confusing for new users Additionally, sync jobs failed randomly and required manual reruns page load times increased significantly during peak hours Additionally, a competitor offered better analytics and clean dashboards Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.</p>"
C049082,1,"the interface felt cluttered and confusing for new users Additionally, sync jobs failed randomly and required manual reruns page load times increased significantly during peak hours Additionally, my tickets stayed open for weeks without clear updates I needed proactive guidance but only received scripted replies Additionally, key features were missing for my workflow and team Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C067007,No,"the value for money did not feel right after the first few months Additionally, handoffs between agents made me repeat the same details after piloting, the outcomes did not justify the cost Additionally, sync jobs failed randomly and required manual reruns we got a bundled offer that included priority support Additionally, it took weeks before we were confident with the basics Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C077444,No,"a competitor offered better analytics and clean dashboards Additionally, after piloting, the outcomes did not justify the cost page load times increased significantly during peak hours Additionally, support response times were slow during critical issues it took weeks before we were confident with the basics Additionally, pricing felt too high for the features I actually used Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C027930,1,"after piloting, the outcomes did not justify the cost Additionally, account migration from our old system had errors I needed proactive guidance but only received scripted replies Additionally, the interface felt cluttered and confusing for new users they had a more flexible contract and transparent billing Additionally, the interface felt cluttered and confusing for new users Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C006931,1,"<p>page load times increased significantly during peak hours Additionally, we used only a small subset of the product capabilities account migration from our old system had errors Additionally, they had a more flexible contract and transparent billing Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.</p>"
C017209,1,we could not secure budget for the
C031718,Yes,"friends recommended another tool with simpler workflows Additionally, friends recommended another tool with simpler workflows integrations with other tools were limited and brittle Additionally, pricing felt too high for the features I actually used Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C052789,1,"I needed proactive guidance but only received scripted replies Additionally, integrations with other tools were limited and brittle the ROI for our team was unclear and hard to measure Additionally, reports took too long to generate for leadership meetings Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C091755,1,"it took weeks before we were confident with the basics Additionally, integrations with other tools were limited and brittle my tickets stayed open for weeks without clear updates Additionally, handoffs between agents made me repeat the same details Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C056747,0,"the ROI for our team was unclear and hard to measure Additionally, handoffs between agents made me repeat the same details initial setup was complicated and poorly documented Additionally, reports took too long to generate for leadership meetings competitors offered a similar plan at a lower monthly rate Additionally, my tickets stayed open for weeks without clear updates Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C068938,1,"competitors offered a similar plan at a lower monthly rate Additionally, they had a more flexible contract and transparent billing it took weeks before we were confident with the basics Additionally, the value for money did not feel right after the first few months Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C035298,0,"competitors offered a similar plan at a lower monthly rate Additionally, it took weeks before we were confident with the basics after piloting, the outcomes did not justify the cost Additionally, we used only a small subset of the product capabilities Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C058018,1,"competitors offered a similar plan at a lower monthly rate Additionally, after piloting, the outcomes did not justify the cost sync jobs failed randomly and required manual reruns Additionally, it took weeks before we were confident with the basics Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C006745,No,<p>account migration from our old system had</p>
C077712,1,"handoffs between agents made me repeat the same details Additionally, it took weeks before we were confident with the basics initial setup was complicated and poorly documented Additionally, the ROI for our team was unclear and hard to measure Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C045179,1,"the interface felt cluttered and confusing for new users Additionally, key features were missing for my workflow and team discounts were inconsistent and the renewal price surprised me Additionally, friends recommended another tool with simpler workflows Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C087061,1,"account migration from our old system had errors Additionally, key features were missing for my workflow and team sync jobs failed randomly and required manual reruns Additionally, my tickets stayed open for weeks without clear updates Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C015790,1,"friends recommended another tool with simpler workflows Additionally, we got a bundled offer that included priority support the value for money did not feel right after the first few months Additionally, we could not secure budget for the next cycle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C047310,1,"training resources were generic and not role specific Additionally, account migration from our old system had errors we could not secure budget for the next cycle Additionally, integrations with other tools were limited and brittle page load times increased significantly during peak hours Additionally, it took weeks before we were confident with the basics Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C060811,0,"  we could not secure budget for the next cycle Additionally, key features were missing for my workflow and team the interface felt cluttered and confusing for new users Additionally, I needed proactive guidance but only received scripted replies I needed proactive guidance but only received scripted replies Additionally, it took weeks before we were confident with the basics Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay. 😕   "
C049489,Yes,"pricing felt too high for the features I actually used Additionally, it took weeks before we were confident with the basics a competitor offered better analytics and clean dashboards Additionally, the value for money did not feel right after the first few months Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C049984,1,"we got a bundled offer that included priority support Additionally, handoffs between agents made me repeat the same details support response times were slow during critical issues Additionally, page load times increased significantly during peak hours Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C070755,1,"reports took too long to generate for leadership meetings Additionally, my tickets stayed open for weeks without clear updates integrations with other tools were limited and brittle Additionally, discounts were inconsistent and the renewal price surprised me Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C074467,1,NULL
C056498,1,"a competitor offered better analytics and clean dashboards Additionally, friends recommended another tool with simpler workflows support response times were slow during critical issues Additionally, they had a more flexible contract and transparent billing Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C052451,1,"the value for money did not feel right after the first few months Additionally, mobile experience was unreliable and often crashed key features were missing for my workflow and team Additionally, they had a more flexible contract and transparent billing it took weeks before we were confident with the basics Additionally, page load times increased significantly during peak hours Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C014412,0,"downtimes happened right before our deliverables Additionally, we used only a small subset of the product capabilities friends recommended another tool with simpler workflows Additionally, mobile experience was unreliable and often crashed Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C090161,1,"key features were missing for my workflow and team Additionally, handoffs between agents made me repeat the same details I needed proactive guidance but only received scripted replies Additionally, a competitor offered better analytics and clean dashboards Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C033936,1,"I needed proactive guidance but only received scripted replies Additionally, competitors offered a similar plan at a lower monthly rate page load times increased significantly during peak hours Additionally, the value for money did not feel right after the first few months Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C076138,1,"page load times increased significantly during peak hours Additionally, we got a bundled offer that included priority support discounts were inconsistent and the renewal price surprised me Additionally, downtimes happened right before our deliverables it took weeks before we were confident with the basics Additionally, mobile experience was unreliable and often crashed Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C009802,1,"  the ROI for our team was unclear and hard to measure Additionally, competitors offered a similar plan at a lower monthly rate my tickets stayed open for weeks without clear updates Additionally, mobile experience was unreliable and often crashed Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay. 😕   "
C087028,1,"mobile experience was unreliable and often crashed Additionally, the ROI for our team was unclear and hard to measure we could not secure budget for the next cycle Additionally, support response times were slow during critical issues Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C045498,1,"my tickets stayed open for weeks without clear updates Additionally, handoffs between agents made me repeat the same details integrations with other tools were limited and brittle Additionally, competitors offered a similar plan at a lower monthly rate Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C049990,1,"pricing felt too high for the features I actually used Additionally, key features were missing for my workflow and team a competitor offered better analytics and clean dashboards Additionally, pricing felt too high for the features I actually used key features were missing for my workflow and team Additionally, we got a bundled offer that included priority support Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C084339,1,"support response times were slow during critical issues Additionally, my tickets stayed open for weeks without clear updates mobile experience was unreliable and often crashed Additionally, competitors offered a similar plan at a lower monthly rate Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C025661,1,"support response times were slow during critical issues Additionally, integrations with other tools were limited and brittle reports took too long to generate for leadership meetings Additionally, discounts were inconsistent and the renewal price surprised me Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C064220,1,"a competitor offered better analytics and clean dashboards Additionally, key features were missing for my workflow and team page load times increased significantly during peak hours Additionally, competitors offered a similar plan at a lower monthly rate the value for money did not feel right after the first few months Additionally, the interface felt cluttered and confusing for new users Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C046629,1,NULL
C059843,1,N/A
C017878,1,"we could not secure budget for the next cycle Additionally, sync jobs failed randomly and required manual reruns sync jobs failed randomly and required manual reruns Additionally, the value for money did not feel right after the first few months Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C059628,0,"friends recommended another tool with simpler workflows Additionally, downtimes happened right before our deliverables key features were missing for my workflow and team Additionally, the ROI for our team was unclear and hard to measure my tickets stayed open for weeks without clear updates Additionally, downtimes happened right before our deliverables Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C009183,0,"reports took too long to generate for leadership meetings Additionally, a competitor offered better analytics and clean dashboards training resources were generic and not role specific Additionally, handoffs between agents made me repeat the same details a competitor offered better analytics and clean dashboards Additionally, handoffs between agents made me repeat the same details Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C007904,1,discounts were
C075352,1,"discounts were inconsistent and the renewal price surprised me Additionally, integrations with other tools were limited and brittle a competitor offered better analytics and clean dashboards Additionally, my tickets stayed open for weeks without clear updates key features were missing for my workflow and team Additionally, integrations with other tools were limited and brittle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C028104,1,"initial setup was complicated and poorly documented Additionally, I needed proactive guidance but only received scripted replies pricing felt too high for the features I actually used Additionally, discounts were inconsistent and the renewal price surprised me Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C064717,1,"  reports took too long to generate for leadership meetings Additionally, sync jobs failed randomly and required manual reruns integrations with other tools were limited and brittle Additionally, reports took too long to generate for leadership meetings I needed proactive guidance but only received scripted replies Additionally, reports took too long to generate for leadership meetings Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay. 😕   "
XC033789,0,"pricing felt too high for the features I actually used Additionally, handoffs between agents made me repeat the same details the interface felt cluttered and confusing for new users Additionally, they had a more flexible contract and transparent billing Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C078046,1,"the value for money did not feel right after the first few months Additionally, key features were missing for my workflow and team they had a more flexible contract and transparent billing Additionally, training resources were generic and not role specific Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C077135,No,it took
C028983,0,"it took weeks before we were confident with the basics Additionally, initial setup was complicated and poorly documented friends recommended another tool with simpler workflows Additionally, friends recommended another tool with simpler workflows Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C088233,1,"integrations with other tools were limited and brittle Additionally, we could not secure budget for the next cycle pricing felt too high for the features I actually used Additionally, sync jobs failed randomly and required manual reruns it took weeks before we were confident with the basics Additionally, they had a more flexible contract and transparent billing Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C029445,1,"discounts were inconsistent and the renewal price surprised me Additionally, we used only a small subset of the product capabilities training resources were generic and not role specific Additionally, the ROI for our team was unclear and hard to measure friends recommended another tool with simpler workflows Additionally, discounts were inconsistent and the renewal price surprised me Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C067860,1,"they had a more flexible contract and transparent billing Additionally, friends recommended another tool with simpler workflows the interface felt cluttered and confusing for new users Additionally, initial setup was complicated and poorly documented Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C019407,1,"pricing felt too high for the features I actually used Additionally, after piloting, the outcomes did not justify the cost it took weeks before we were confident with the basics Additionally, we got a bundled offer that included priority support Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C079515,1,"integrations with other tools were limited and brittle Additionally, integrations with other tools were limited and brittle the value for money did not feel right after the first few months Additionally, discounts were inconsistent and the renewal price surprised me Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C038296,1,"it took weeks before we were confident with the basics Additionally, account migration from our old system had errors we could not secure budget for the next cycle Additionally, pricing felt too high for the features I actually used Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C007783,1,"the value for money did not feel right after the first few months Additionally, we got a bundled offer that included priority support training resources were generic and not role specific Additionally, account migration from our old system had errors Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C057682,Yes,"<p>sync jobs failed randomly and required manual reruns Additionally, sync jobs failed randomly and required manual reruns the interface felt cluttered and confusing for new users Additionally, we got a bundled offer that included priority support Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.</p>"
C018424,1,"we could not secure budget for the next cycle Additionally, the ROI for our team was unclear and hard to measure discounts were inconsistent and the renewal price surprised me Additionally, the interface felt cluttered and confusing for new users integrations with other tools were limited and brittle Additionally, integrations with other tools were limited and brittle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C048126,1,"reports took too long to generate for leadership meetings Additionally, downtimes happened right before our deliverables discounts were inconsistent and the renewal price surprised me Additionally, initial setup was complicated and poorly documented Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C033522,No,"I needed proactive guidance but only received scripted replies Additionally, I needed proactive guidance but only received scripted replies the ROI for our team was unclear and hard to measure Additionally, initial setup was complicated and poorly documented discounts were inconsistent and the renewal price surprised me Additionally, support response times were slow during critical issues Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C093353,0,"discounts were inconsistent and the renewal price surprised me Additionally, competitors offered a similar plan at a lower monthly rate initial setup was complicated and poorly documented Additionally, the interface felt cluttered and confusing for new users Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C044008,1,"initial setup was complicated and poorly documented Additionally, sync jobs failed randomly and required manual reruns support response times were slow during critical issues Additionally, a competitor offered better analytics and clean dashboards downtimes happened right before our deliverables Additionally, competitors offered a similar plan at a lower monthly rate Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C091315,1,"discounts were inconsistent and the renewal price surprised me Additionally, the value for money did not feel right after the first few months downtimes happened right before our deliverables Additionally, account migration from our old system had errors Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C078017,1,reports took
C028470,1,"initial setup was complicated and poorly documented Additionally, account migration from our old system had errors the interface felt cluttered and confusing for new users Additionally, after piloting, the outcomes did not justify the cost Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C080197,1,"integrations with other tools were limited and brittle Additionally, friends recommended another tool with simpler workflows my tickets stayed open for weeks without clear updates Additionally, they had a more flexible contract and transparent billing Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C077744,1,"downtimes happened right before our deliverables Additionally, we used only a small subset of the product capabilities the ROI for our team was unclear and hard to measure Additionally, competitors offered a similar plan at a lower monthly rate Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C034408,0,"page load times increased significantly during peak hours Additionally, integrations with other tools were limited and brittle we could not secure budget for the next cycle Additionally, discounts were inconsistent and the renewal price surprised me Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C071394,1,"we could not secure budget for the next cycle Additionally, competitors offered a similar plan at a lower monthly rate account migration from our old system had errors Additionally, handoffs between agents made me repeat the same details support response times were slow during critical issues Additionally, we used only a small subset of the product capabilities Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C027559,1,"they had a more flexible contract and transparent billing Additionally, page load times increased significantly during peak hours support response times were slow during critical issues Additionally, support response times were slow during critical issues Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C004273,1,"initial setup was complicated and poorly documented Additionally, the value for money did not feel right after the first few months we used only a small subset of the product capabilities Additionally, handoffs between agents made me repeat the same details reports took too long to generate for leadership meetings Additionally, they had a more flexible contract and transparent billing Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C009000,Yes,"the interface felt cluttered and confusing for new users Additionally, a competitor offered better analytics and clean dashboards we got a bundled offer that included priority support Additionally, training resources were generic and not role specific Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C050700,1,"mobile experience was unreliable and often crashed Additionally, my tickets stayed open for weeks without clear updates handoffs between agents made me repeat the same details Additionally, downtimes happened right before our deliverables Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C008155,Yes,"the ROI for our team was unclear and hard to measure Additionally, discounts were inconsistent and the renewal price surprised me competitors offered a similar plan at a lower monthly rate Additionally, the ROI for our team was unclear and hard to measure Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C009767,1,"I needed proactive guidance but only received scripted replies Additionally, training resources were generic and not role specific competitors offered a similar plan at a lower monthly rate Additionally, discounts were inconsistent and the renewal price surprised me Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C062618,1,"discounts were inconsistent and the renewal price surprised me Additionally, downtimes happened right before our deliverables they had a more flexible contract and transparent billing Additionally, initial setup was complicated and poorly documented the interface felt cluttered and confusing for new users Additionally, the ROI for our team was unclear and hard to measure Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C091021,1,"my tickets stayed open for weeks without clear updates Additionally, we got a bundled offer that included priority support the ROI for our team was unclear and hard to measure Additionally, I needed proactive guidance but only received scripted replies the interface felt cluttered and confusing for new users Additionally, handoffs between agents made me repeat the same details Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
XC066156,1,"integrations with other tools were limited and brittle Additionally, we used only a small subset of the product capabilities pricing felt too high for the features I actually used Additionally, I needed proactive guidance but only received scripted replies Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C029568,1,the
C008756,0,"it took weeks before we were confident with the basics Additionally, I needed proactive guidance but only received scripted replies we could not secure budget for the next cycle Additionally, we got a bundled offer that included priority support Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C080575,1,"my tickets stayed open for weeks without clear updates Additionally, the ROI for our team was unclear and hard to measure we got a bundled offer that included priority support Additionally, we could not secure budget for the next cycle account migration from our old system had errors Additionally, initial setup was complicated and poorly documented Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C049783,1,"we got a bundled offer that included priority support Additionally, I needed proactive guidance but only received scripted replies competitors offered a similar plan at a lower monthly rate Additionally, I needed proactive guidance but only received scripted replies Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
C024360,1,"we got a bundled offer that included priority support Additionally, after piloting, the outcomes did not justify the cost support response times were slow during critical issues Additionally, it took weeks before we were confident with the basics Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay."
